Idade,Insatisfacao,viagensNegocio,Diária,Departamento,DistanciadeCasa,Educacao,CampoEducacao,NumerodoFuncionario,SatisfacaoAmbiente,Genero,HorasTrabalhadas,EnvovimentoTrabalho,NivelnoTrabalho,Cargo,SatisfacaoTrabalho,StatusCivil,Renda Mensal,Taxa mensal,EmpresasTrabalhadas,Hora Extra,TaxaPerformance,SatisfacaoRelacionamento,HorasPadrao,NivelRemuneracaoVariavel,TempoTotalTrabalho,TempoTreinamentoAnosAnteriores,EquilibrioVidaTrabalho,AnosEmpresa,AnosMesmaPosicao,AnosDesdeUltimaPromocao,AnosMesmoGestor,teste aula
32,Nao,viaja-raramente,824,P & D,5,2,Ciencias Sociais,1555,4,Feminino,67,2,2,Pesquisador,2,Casado,5878,15624,3,Não,3,1,80,1,12,2,3,7,1,2,5,1102
36,Nao,viaja-raramente,1157,Vendas,2,4,Ciencias Sociais,1556,3,Masculino,70,3,1,Representante de Vendas,4,Solteiro,2644,17001,3,Sim,4,4,80,0,7,3,2,3,2,1,2,1103
48,Nao,viaja-raramente,492,Vendas,16,4,Ciencias Sociais,1557,3,Feminino,96,3,2,Executivo de Vendas,3,Divorciado,6439,13693,8,Não,3,3,80,1,18,2,3,8,7,7,7,1104
29,Nao,viaja-raramente,598,P & D,9,3,Ciencias Sociais,1558,3,Masculino,91,4,1,Pesquisador,3,Casado,2451,22376,6,Não,3,1,80,2,5,2,2,1,0,0,0,1105
33,Nao,viaja-raramente,1242,Vendas,8,4,Ciencias Sociais,1560,1,Masculino,46,3,2,Executivo de Vendas,1,Casado,6392,10589,2,Não,3,4,80,1,8,6,1,2,2,2,2,1106
30,Sim,viaja-raramente,740,Vendas,1,3,Ciencias Sociais,1562,2,Masculino,64,2,2,Executivo de Vendas,1,Casado,9714,5323,1,Não,3,4,80,1,10,4,3,10,8,6,7,1107
38,Nao,viaja-frequentemente,888,Recursos Humanos,10,4,Recursos Humanos,1563,3,Masculino,71,3,2,Recursos Humanos,3,Casado,6077,14814,3,Não,3,3,80,0,10,2,3,6,3,1,2,1108
35,Nao,viaja-raramente,992,P & D,1,3,Medicina,1564,4,Masculino,68,2,1,Tecnico de Laboratorio,1,Solteiro,2450,21731,1,Não,3,2,80,0,3,3,3,3,0,1,2,1109
30,Nao,viaja-raramente,1288,Vendas,29,4,Formacao Tecnica,1568,3,Masculino,33,3,3,Executivo de Vendas,2,Casado,9250,17799,3,Não,3,2,80,1,9,3,3,4,2,1,3,1110
35,Sim,viaja-raramente,104,P & D,2,3,Ciencias Sociais,1569,1,Feminino,69,3,1,Tecnico de Laboratorio,1,Divorciado,2074,26619,1,Sim,3,4,80,1,1,2,3,1,0,0,0,1111
53,Sim,viaja-raramente,607,P & D,2,5,Formacao Tecnica,1572,3,Feminino,78,2,3,Diretor de Manufatura,4,Casado,10169,14618,0,Não,3,2,80,1,34,4,3,33,7,1,9,1112
38,Sim,viaja-raramente,903,P & D,2,3,Medicina,1573,3,Masculino,81,3,2,Diretor de Manufatura,2,Casado,4855,7653,4,Não,3,1,80,2,7,2,3,5,2,1,4,1113
32,Nao,nao-viaja,1200,P & D,1,4,Formacao Tecnica,1574,4,Masculino,62,3,2,Pesquisador,1,Casado,4087,25174,4,Não,3,2,80,1,9,3,2,6,5,1,2,1114
48,Nao,viaja-raramente,1108,P & D,15,4,Outros,1576,3,Feminino,65,3,1,Pesquisador,1,Casado,2367,16530,8,Não,3,4,80,1,10,3,2,8,2,7,6,1115
34,Nao,viaja-raramente,479,P & D,7,4,Medicina,1577,1,Masculino,35,3,1,Pesquisador,4,Solteiro,2972,22061,1,Não,3,3,80,0,1,4,1,1,0,0,0,1116
55,Nao,viaja-raramente,685,Vendas,26,5,Marketing,1578,3,Masculino,60,2,5,Gestor,4,Casado,19586,23037,1,Não,4,3,80,1,36,3,3,36,6,2,13,1117
34,Nao,viaja-raramente,1351,P & D,1,4,Ciencias Sociais,1580,2,Masculino,45,3,2,Pesquisador,4,Casado,5484,13008,9,Não,3,2,80,1,9,3,2,2,2,2,1,1118
26,Nao,viaja-raramente,474,P & D,3,3,Ciencias Sociais,1581,1,Feminino,89,3,1,Pesquisador,4,Casado,2061,11133,1,Não,4,1,80,0,1,5,3,1,0,0,0,1119
38,Nao,viaja-raramente,1245,Vendas,14,3,Ciencias Sociais,1582,3,Masculino,80,3,2,Executivo de Vendas,2,Casado,9924,12355,0,Não,3,4,80,1,10,3,3,9,8,7,7,1120
38,Nao,viaja-raramente,437,Vendas,16,3,Ciencias Sociais,1583,2,Feminino,90,3,2,Executivo de Vendas,2,Solteiro,4198,16379,2,Não,3,2,80,0,8,5,4,3,2,1,2,1121
36,Nao,viaja-raramente,884,Vendas,1,4,Ciencias Sociais,1585,2,Feminino,73,3,2,Executivo de Vendas,3,Solteiro,6815,21447,6,Não,3,1,80,0,15,5,3,1,0,0,0,1122
29,Nao,viaja-raramente,1370,P & D,3,1,Medicina,1586,2,Masculino,87,3,1,Tecnico de Laboratorio,1,Solteiro,4723,16213,1,Sim,3,4,80,0,10,3,3,10,9,1,5,1123
35,Nao,viaja-raramente,670,P & D,10,4,Medicina,1587,1,Feminino,51,3,2,Representante da Saude,3,Solteiro,6142,4223,3,Sim,3,3,80,0,10,4,3,5,2,0,4,1124
39,Nao,viaja-raramente,1462,Vendas,6,3,Medicina,1588,4,Masculino,38,4,3,Executivo de Vendas,3,Casado,8237,4658,2,Não,3,1,80,1,11,3,3,7,6,7,6,1125
29,Nao,viaja-frequentemente,995,P & D,2,1,Ciencias Sociais,1590,1,Masculino,87,3,2,Representante da Saude,4,Divorciado,8853,24483,1,Não,3,4,80,1,6,0,4,6,4,1,3,1126
50,Nao,viaja-raramente,264,Vendas,9,3,Marketing,1591,3,Masculino,59,3,5,Gestor,3,Casado,19331,19519,4,Sim,3,3,80,1,27,2,3,1,0,0,0,1127
23,Nao,viaja-raramente,977,P & D,10,3,Formacao Tecnica,1592,4,Masculino,45,4,1,Pesquisador,3,Casado,2073,12826,2,Não,3,4,80,1,4,2,3,2,2,2,2,1128
36,Nao,viaja-frequentemente,1302,P & D,6,4,Ciencias Sociais,1594,1,Masculino,80,4,2,Tecnico de Laboratorio,1,Casado,5562,19711,3,Sim,3,4,80,1,9,3,3,3,2,0,2,1129
42,Nao,viaja-raramente,1059,P & D,9,2,Outros,1595,4,Masculino,93,2,5,Gestor,4,Solteiro,19613,26362,8,Não,4,4,80,0,24,2,3,1,0,0,1,1130
35,Nao,viaja-raramente,750,P & D,28,3,Ciencias Sociais,1596,2,Masculino,46,4,2,Tecnico de Laboratorio,3,Casado,3407,25348,1,Não,3,4,80,2,10,3,2,10,9,6,8,1131
34,Nao,viaja-frequentemente,653,P & D,10,4,Formacao Tecnica,1597,4,Masculino,92,2,2,Representante da Saude,3,Casado,5063,15332,1,Não,3,2,80,1,8,3,2,8,2,7,7,1132
40,Nao,viaja-raramente,118,Vendas,14,2,Ciencias Sociais,1598,4,Feminino,84,3,2,Executivo de Vendas,1,Casado,4639,11262,1,Não,3,3,80,1,5,2,3,5,4,1,2,1133
43,Nao,viaja-raramente,990,P & D,27,3,Formacao Tecnica,1599,4,Masculino,87,4,1,Tecnico de Laboratorio,2,Divorciado,4876,5855,5,Não,3,3,80,1,8,0,3,6,4,0,2,1134
35,Nao,viaja-raramente,1349,P & D,7,2,Ciencias Sociais,1601,3,Masculino,63,2,1,Tecnico de Laboratorio,4,Casado,2690,7713,1,Não,3,4,80,1,1,5,2,1,0,0,1,1135
46,Nao,viaja-raramente,563,Vendas,1,4,Ciencias Sociais,1602,4,Masculino,56,4,4,Gestor,1,Solteiro,17567,3156,1,Não,3,2,80,0,27,5,1,26,0,0,12,1136
28,Sim,viaja-raramente,329,P & D,24,3,Medicina,1604,3,Masculino,51,3,1,Tecnico de Laboratorio,2,Casado,2408,7324,1,Sim,3,3,80,3,1,3,3,1,1,0,0,1137
22,Nao,nao-viaja,457,P & D,26,2,Outros,1605,2,Feminino,85,2,1,Pesquisador,3,Casado,2814,10293,1,Sim,3,2,80,0,4,2,2,4,2,1,3,1138
50,Nao,viaja-frequentemente,1234,P & D,20,5,Medicina,1606,2,Masculino,41,3,4,Representante da Saude,3,Casado,11245,20689,2,Sim,3,3,80,1,32,3,3,30,8,12,13,1139
32,Nao,viaja-raramente,634,P & D,5,4,Outros,1607,2,Feminino,35,4,1,Pesquisador,4,Casado,3312,18783,3,Não,3,4,80,2,6,3,3,3,2,0,2,1140
44,Nao,viaja-raramente,1313,P & D,7,3,Medicina,1608,2,Feminino,31,3,5,Diretor de Pesquisa,4,Divorciado,19049,3549,0,Sim,3,4,80,1,23,4,2,22,7,1,10,1141
30,Nao,viaja-raramente,241,P & D,7,3,Medicina,1609,2,Masculino,48,2,1,Pesquisador,2,Casado,2141,5348,1,Não,3,2,80,1,6,3,2,6,4,1,1,1142
45,Nao,viaja-raramente,1015,P & D,5,5,Medicina,1611,3,Feminino,50,1,2,Tecnico de Laboratorio,1,Solteiro,5769,23447,1,Sim,3,1,80,0,10,3,3,10,7,1,4,1143
45,Nao,nao-viaja,336,Vendas,26,3,Marketing,1612,1,Masculino,52,2,2,Executivo de Vendas,1,Casado,4385,24162,1,Não,3,1,80,1,10,2,3,10,7,4,5,1144
31,Nao,viaja-frequentemente,715,Vendas,2,4,Outros,1613,4,Masculino,54,3,2,Executivo de Vendas,1,Solteiro,5332,21602,7,Não,3,4,80,0,10,3,3,5,2,0,3,1145
36,Nao,viaja-raramente,559,P & D,12,4,Ciencias Sociais,1614,3,Feminino,76,3,2,Diretor de Manufatura,3,Casado,4663,12421,9,Sim,3,2,80,2,7,2,3,3,2,1,1,1146
34,Nao,viaja-frequentemente,426,P & D,10,4,Ciencias Sociais,1615,3,Masculino,42,4,2,Diretor de Manufatura,4,Divorciado,4724,17000,1,Não,3,1,80,1,9,3,3,9,7,7,2,1147
49,Nao,viaja-raramente,722,P & D,25,4,Ciencias Sociais,1617,3,Feminino,84,3,1,Tecnico de Laboratorio,1,Casado,3211,22102,1,Não,3,4,80,1,10,3,2,9,6,1,4,1148
39,Nao,viaja-raramente,1387,P & D,10,5,Medicina,1618,2,Masculino,76,3,2,Diretor de Manufatura,1,Casado,5377,3835,2,Não,3,4,80,3,10,3,3,7,7,7,7,1149
27,Nao,viaja-raramente,1302,P & D,19,3,Outros,1619,4,Masculino,67,2,1,Tecnico de Laboratorio,1,Divorciado,4066,16290,1,Não,3,1,80,2,7,3,3,7,7,0,7,1150
35,Nao,viaja-raramente,819,P & D,18,5,Ciencias Sociais,1621,2,Masculino,48,4,2,Pesquisador,1,Casado,5208,26312,1,Não,3,4,80,0,16,2,3,16,15,1,10,1151
28,Nao,viaja-raramente,580,P & D,27,3,Medicina,1622,2,Feminino,39,1,2,Diretor de Manufatura,1,Divorciado,4877,20460,0,Não,4,2,80,1,6,5,2,5,3,0,0,1152
21,Nao,viaja-raramente,546,P & D,5,1,Medicina,1623,3,Masculino,97,3,1,Pesquisador,4,Solteiro,3117,26009,1,Não,3,3,80,0,3,2,3,2,2,2,2,1153
18,Sim,viaja-frequentemente,544,Vendas,3,2,Medicina,1624,2,Feminino,70,3,1,Representante de Vendas,4,Solteiro,1569,18420,1,Sim,3,3,80,0,0,2,4,0,0,0,0,1154
47,Nao,viaja-raramente,1176,Recursos Humanos,26,4,Ciencias Sociais,1625,4,Feminino,98,3,5,Gestor,3,Casado,19658,5220,3,Não,3,3,80,1,27,2,3,5,2,1,0,1155
39,Nao,viaja-raramente,170,P & D,3,2,Medicina,1627,3,Masculino,76,2,2,Tecnico de Laboratorio,3,Divorciado,3069,10302,0,Não,3,4,80,1,11,3,3,10,8,0,7,1156
40,Nao,viaja-raramente,884,P & D,15,3,Ciencias Sociais,1628,1,Feminino,80,2,3,Diretor de Manufatura,3,Casado,10435,25800,1,Não,3,4,80,2,18,2,3,18,15,14,12,1157
35,Nao,nao-viaja,208,P & D,8,4,Ciencias Sociais,1630,3,Feminino,52,3,2,Representante da Saude,3,Casado,4148,12250,1,Não,3,4,80,1,15,5,3,14,11,2,9,1158
37,Nao,viaja-raramente,671,P & D,19,3,Ciencias Sociais,1631,3,Masculino,85,3,2,Diretor de Manufatura,3,Casado,5768,26493,3,Não,3,1,80,3,9,2,2,4,3,0,2,1159
39,Nao,viaja-frequentemente,711,P & D,4,3,Medicina,1633,1,Feminino,81,3,2,Diretor de Manufatura,3,Solteiro,5042,3140,0,Não,3,4,80,0,10,2,1,9,2,3,8,1160
45,Nao,viaja-raramente,1329,P & D,2,2,Outros,1635,4,Feminino,59,2,2,Diretor de Manufatura,4,Divorciado,5770,5388,1,Não,3,1,80,2,10,3,3,10,7,3,9,1161
38,Nao,viaja-raramente,397,P & D,2,2,Medicina,1638,4,Feminino,54,2,3,Diretor de Manufatura,3,Casado,7756,14199,3,Sim,3,4,80,1,10,6,4,5,4,0,2,1162
35,Sim,viaja-raramente,737,Vendas,10,3,Medicina,1639,4,Masculino,55,2,3,Executivo de Vendas,1,Casado,10306,21530,9,Não,3,3,80,0,15,3,3,13,12,6,0,1163
37,Nao,viaja-raramente,1470,P & D,10,3,Medicina,1640,2,Feminino,71,3,1,Pesquisador,2,Casado,3936,9953,1,Não,3,1,80,1,8,2,1,8,4,7,7,1164
40,Nao,viaja-raramente,448,P & D,16,3,Ciencias Sociais,1641,3,Feminino,84,3,3,Diretor de Manufatura,4,Solteiro,7945,19948,6,Sim,3,4,80,0,18,2,2,4,2,3,3,1165
44,Nao,viaja-frequentemente,602,Recursos Humanos,1,5,Recursos Humanos,1642,1,Masculino,37,3,2,Recursos Humanos,4,Casado,5743,10503,4,Sim,3,3,80,0,14,3,3,10,7,0,2,1166
48,Nao,viaja-frequentemente,365,P & D,4,5,Medicina,1644,3,Masculino,89,2,4,Gestor,4,Casado,15202,5602,2,Não,4,2,80,1,23,3,3,2,2,2,2,1167
35,Sim,viaja-raramente,763,Vendas,15,2,Medicina,1645,1,Masculino,59,1,2,Executivo de Vendas,4,Divorciado,5440,22098,6,Sim,3,4,80,2,7,2,2,2,2,2,2,1168
24,Nao,viaja-frequentemente,567,P & D,2,1,Formacao Tecnica,1646,1,Feminino,32,3,1,Pesquisador,4,Solteiro,3760,17218,1,Sim,3,3,80,0,6,2,3,6,3,1,3,1169
27,Nao,viaja-raramente,486,P & D,8,3,Medicina,1647,2,Feminino,86,4,1,Pesquisador,3,Casado,3517,22490,7,Não,3,1,80,0,5,0,3,3,2,0,2,1170
27,Nao,viaja-frequentemente,591,P & D,2,3,Medicina,1648,4,Masculino,87,3,1,Pesquisador,4,Solteiro,2580,6297,2,Não,3,3,80,0,6,0,2,4,2,1,2,1171
40,Sim,viaja-raramente,1329,P & D,7,3,Ciencias Sociais,1649,1,Masculino,73,3,1,Tecnico de Laboratorio,1,Solteiro,2166,3339,3,Sim,3,2,80,0,10,3,1,4,2,0,3,1172
29,Nao,viaja-raramente,469,Vendas,10,3,Medicina,1650,3,Masculino,42,2,2,Executivo de Vendas,3,Solteiro,5869,23413,9,Não,3,3,80,0,8,2,3,5,2,1,4,1173
36,Nao,viaja-raramente,711,P & D,5,4,Ciencias Sociais,1651,2,Feminino,42,3,3,Representante da Saude,1,Casado,8008,22792,4,Não,3,3,80,2,9,6,3,3,2,0,2,1174
25,Nao,viaja-frequentemente,772,P & D,2,1,Ciencias Sociais,1653,4,Masculino,77,4,2,Diretor de Manufatura,3,Divorciado,5206,4973,1,Não,3,3,80,2,7,6,3,7,7,0,7,1175
39,Nao,viaja-raramente,492,P & D,12,3,Medicina,1654,4,Masculino,66,3,2,Diretor de Manufatura,2,Casado,5295,7693,4,Não,4,3,80,0,7,3,3,5,4,1,0,1176
49,Nao,viaja-raramente,301,P & D,22,4,Outros,1655,1,Feminino,72,3,4,Diretor de Pesquisa,2,Casado,16413,3498,3,Não,3,2,80,2,27,2,3,4,2,1,2,1177
50,Nao,viaja-raramente,813,P & D,17,5,Ciencias Sociais,1656,4,Feminino,50,2,3,Diretor de Pesquisa,1,Divorciado,13269,21981,5,Não,3,3,80,3,19,3,3,14,11,1,11,1178
20,Nao,viaja-raramente,1141,Vendas,2,3,Medicina,1657,3,Feminino,31,3,1,Representante de Vendas,3,Solteiro,2783,13251,1,Não,3,1,80,0,2,3,3,2,2,2,2,1179
34,Nao,viaja-raramente,1130,P & D,3,3,Ciencias Sociais,1658,4,Feminino,66,3,2,Pesquisador,2,Divorciado,5433,19332,1,Não,3,3,80,1,11,2,3,11,8,7,9,1180
36,Nao,viaja-raramente,311,P & D,7,3,Ciencias Sociais,1659,1,Masculino,77,3,1,Tecnico de Laboratorio,2,Solteiro,2013,10950,2,Não,3,3,80,0,15,4,3,4,3,1,3,1181
49,Nao,viaja-raramente,465,P & D,6,1,Ciencias Sociais,1661,3,Feminino,41,2,4,Representante da Saude,3,Casado,13966,11652,2,Sim,3,2,80,1,30,3,3,15,11,2,12,1182
36,Nao,nao-viaja,894,P & D,1,4,Medicina,1662,4,Feminino,33,2,2,Diretor de Manufatura,3,Casado,4374,15411,0,Não,3,3,80,0,4,6,3,3,2,1,2,1183
36,Nao,viaja-raramente,1040,P & D,3,2,Ciencias Sociais,1664,4,Masculino,79,4,2,Representante da Saude,1,Divorciado,6842,26308,6,Não,4,1,80,1,13,3,3,5,4,0,4,1184
54,Nao,viaja-raramente,584,P & D,22,5,Medicina,1665,2,Feminino,91,3,4,Gestor,3,Casado,17426,18685,3,Não,4,3,80,1,36,6,3,10,8,4,7,1185
43,Nao,viaja-raramente,1291,P & D,15,2,Ciencias Sociais,1666,3,Masculino,65,2,4,Diretor de Pesquisa,3,Casado,17603,3525,1,Não,4,1,80,1,14,3,3,14,10,6,11,1186
35,Sim,viaja-frequentemente,880,Vendas,12,4,Outros,1667,4,Masculino,36,3,2,Executivo de Vendas,4,Solteiro,4581,10414,3,Sim,4,1,80,0,13,2,4,11,9,6,7,1187
38,Nao,viaja-frequentemente,1189,P & D,1,3,Ciencias Sociais,1668,4,Masculino,90,3,2,Pesquisador,4,Casado,4735,9867,7,Não,3,4,80,2,19,4,4,13,11,2,9,1188
29,Nao,viaja-raramente,991,Vendas,5,3,Medicina,1669,1,Masculino,43,2,2,Executivo de Vendas,2,Divorciado,4187,3356,1,Sim,3,2,80,1,10,3,2,10,0,0,9,1189
33,Nao,viaja-raramente,392,Vendas,2,4,Medicina,1670,4,Masculino,93,3,2,Executivo de Vendas,4,Divorciado,5505,3921,1,Não,3,3,80,2,6,5,3,6,2,0,4,1190
32,Nao,viaja-raramente,977,P & D,2,3,Medicina,1671,4,Masculino,45,3,2,Pesquisador,2,Divorciado,5470,25518,0,Não,3,3,80,2,10,4,2,9,5,1,6,1191
31,Nao,viaja-raramente,1112,Vendas,5,4,Ciencias Sociais,1673,1,Feminino,67,3,2,Executivo de Vendas,4,Casado,5476,22589,1,Não,3,1,80,2,10,2,3,10,0,0,2,1192
49,Nao,viaja-raramente,464,P & D,16,3,Medicina,1674,4,Feminino,74,3,1,Tecnico de Laboratorio,1,Divorciado,2587,24941,4,Sim,3,2,80,1,17,2,2,2,2,2,2,1193
38,Nao,viaja-frequentemente,148,P & D,2,3,Medicina,1675,4,Feminino,42,2,1,Tecnico de Laboratorio,2,Solteiro,2440,23826,1,Não,4,2,80,0,4,3,3,4,3,3,3,1194
47,Nao,viaja-raramente,1225,Vendas,2,4,Ciencias Sociais,1676,2,Feminino,47,4,4,Gestor,2,Divorciado,15972,21086,6,Não,3,3,80,3,29,2,3,3,2,1,2,1195
49,Nao,viaja-raramente,809,P & D,1,3,Ciencias Sociais,1677,3,Masculino,36,3,4,Gestor,3,Solteiro,15379,22384,4,Não,3,1,80,0,23,2,3,8,7,0,0,1196
41,Nao,viaja-raramente,1206,Vendas,23,2,Ciencias Sociais,1678,4,Masculino,80,3,3,Executivo de Vendas,3,Solteiro,7082,11591,3,Sim,3,4,80,0,21,2,3,2,0,0,2,1197
20,Nao,viaja-raramente,727,Vendas,9,1,Ciencias Sociais,1680,4,Masculino,54,3,1,Representante de Vendas,1,Solteiro,2728,21082,1,Não,3,1,80,0,2,3,3,2,2,0,2,1198
33,Nao,nao-viaja,530,Vendas,16,3,Ciencias Sociais,1681,3,Feminino,36,3,2,Executivo de Vendas,4,Divorciado,5368,16130,1,Sim,4,3,80,1,7,2,3,6,5,1,2,1199
36,Nao,viaja-raramente,1351,P & D,26,4,Ciencias Sociais,1682,1,Masculino,80,3,2,Representante da Saude,3,Casado,5347,7419,6,Não,3,2,80,2,10,2,2,3,2,0,2,1200
44,Nao,viaja-raramente,528,Recursos Humanos,1,3,Ciencias Sociais,1683,3,Feminino,44,3,1,Recursos Humanos,4,Divorciado,3195,4167,4,Sim,3,1,80,3,8,2,3,2,2,2,2,1201
23,Sim,viaja-raramente,1320,P & D,8,1,Medicina,1684,4,Masculino,93,2,1,Tecnico de Laboratorio,3,Solteiro,3989,20586,1,Sim,3,1,80,0,5,2,3,5,4,1,2,1202
38,Nao,viaja-raramente,1495,P & D,4,2,Medicina,1687,4,Feminino,87,3,1,Tecnico de Laboratorio,3,Casado,3306,26176,7,Não,3,4,80,1,7,5,2,0,0,0,0,1203
53,Nao,viaja-raramente,1395,P & D,24,4,Medicina,1689,2,Masculino,48,4,3,Representante da Saude,4,Casado,7005,3458,3,Não,3,3,80,0,11,2,3,4,3,1,2,1204
48,Sim,viaja-frequentemente,708,Vendas,7,2,Medicina,1691,4,Feminino,95,3,1,Representante de Vendas,3,Casado,2655,11740,2,Sim,3,3,80,2,19,3,3,9,7,7,7,1205
32,Sim,viaja-raramente,1259,P & D,2,4,Ciencias Sociais,1692,4,Masculino,95,3,1,Tecnico de Laboratorio,2,Solteiro,1393,24852,1,Não,3,1,80,0,1,2,3,1,0,0,0,1206
26,Nao,nao-viaja,786,P & D,7,3,Medicina,1693,4,Masculino,76,3,1,Tecnico de Laboratorio,4,Solteiro,2570,11925,1,Não,4,3,80,0,7,5,3,7,7,5,7,1207
55,Nao,viaja-raramente,1441,P & D,22,3,Formacao Tecnica,1694,1,Masculino,94,2,1,Pesquisador,2,Divorciado,3537,23737,5,Não,3,4,80,1,8,1,3,4,2,1,2,1208
34,Nao,viaja-raramente,1157,P & D,5,2,Medicina,1696,2,Masculino,57,2,2,Tecnico de Laboratorio,4,Casado,3986,11912,1,Não,3,3,80,1,15,3,4,15,10,4,13,1209
60,Nao,viaja-raramente,370,P & D,1,4,Medicina,1697,3,Masculino,92,1,3,Representante da Saude,4,Divorciado,10883,20467,3,Não,4,3,80,1,19,2,4,1,0,0,0,1210
33,Nao,viaja-raramente,267,P & D,21,3,Medicina,1698,2,Masculino,79,4,1,Tecnico de Laboratorio,2,Casado,2028,13637,1,Não,3,4,80,3,14,6,3,14,11,2,13,1211
37,Nao,viaja-frequentemente,1278,Vendas,1,4,Medicina,1700,3,Masculino,31,1,2,Executivo de Vendas,4,Divorciado,9525,7677,1,Não,3,3,80,2,6,2,2,6,3,1,3,1212
34,Nao,viaja-raramente,678,P & D,19,3,Ciencias Sociais,1701,2,Feminino,35,2,1,Pesquisador,4,Casado,2929,20338,1,Não,3,2,80,0,10,3,3,10,9,8,7,1213
23,Sim,viaja-raramente,427,Vendas,7,3,Ciencias Sociais,1702,3,Masculino,99,3,1,Representante de Vendas,4,Divorciado,2275,25103,1,Sim,4,2,80,1,3,2,3,3,2,0,2,1214
44,Nao,viaja-raramente,921,P & D,2,3,Ciencias Sociais,1703,3,Feminino,96,4,3,Representante da Saude,4,Casado,7879,14810,1,Sim,3,2,80,1,9,2,3,8,7,6,7,1215
35,Nao,viaja-frequentemente,146,P & D,2,4,Medicina,1704,1,Masculino,79,2,1,Pesquisador,4,Solteiro,4930,13970,0,Sim,3,3,80,0,6,2,4,5,4,1,4,1216
43,Nao,viaja-raramente,1179,Vendas,2,3,Medicina,1706,4,Masculino,73,3,2,Executivo de Vendas,4,Casado,7847,6069,1,Sim,3,1,80,1,10,3,3,10,9,8,8,1217
24,Nao,viaja-raramente,581,P & D,9,3,Medicina,1707,3,Masculino,62,4,1,Pesquisador,3,Casado,4401,17616,1,Não,3,4,80,1,5,1,3,5,3,0,4,1218
41,Nao,viaja-raramente,918,Vendas,6,3,Marketing,1708,4,Masculino,35,3,3,Executivo de Vendas,3,Solteiro,9241,15869,1,Não,3,2,80,0,10,3,3,10,8,8,7,1219
29,Nao,viaja-raramente,1082,P & D,9,4,Medicina,1709,4,Feminino,43,3,1,Tecnico de Laboratorio,3,Casado,2974,25412,9,Não,3,3,80,1,9,2,3,5,3,1,2,1220
36,Nao,viaja-raramente,530,Vendas,2,4,Ciencias Sociais,1710,3,Feminino,51,3,2,Representante de Vendas,4,Solteiro,4502,7439,3,Não,3,3,80,0,17,2,2,13,7,6,7,1221
45,Nao,nao-viaja,1238,P & D,1,1,Ciencias Sociais,1712,3,Masculino,74,2,3,Representante da Saude,3,Casado,10748,3395,3,Não,4,4,80,1,25,3,2,23,15,14,4,1222
24,Sim,viaja-raramente,240,Recursos Humanos,22,1,Recursos Humanos,1714,4,Masculino,58,1,1,Recursos Humanos,3,Casado,1555,11585,1,Não,3,3,80,1,1,2,3,1,0,0,0,1223
47,Sim,viaja-frequentemente,1093,Vendas,9,3,Ciencias Sociais,1716,3,Masculino,82,1,4,Executivo de Vendas,3,Casado,12936,24164,7,Não,3,3,80,0,25,3,1,23,5,14,10,1224
26,Nao,viaja-raramente,390,P & D,17,4,Medicina,1718,4,Masculino,62,1,1,Tecnico de Laboratorio,3,Casado,2305,6217,1,Não,3,3,80,3,3,3,4,3,2,0,2,1225
45,Nao,viaja-raramente,1005,P & D,28,2,Formacao Tecnica,1719,4,Feminino,48,2,4,Diretor de Pesquisa,2,Solteiro,16704,17119,1,Não,3,3,80,0,21,2,3,21,6,8,6,1226
32,Nao,viaja-frequentemente,585,P & D,10,3,Ciencias Sociais,1720,1,Masculino,56,3,1,Pesquisador,3,Casado,3433,17360,6,Não,3,1,80,1,10,3,2,5,2,1,3,1227
31,Nao,viaja-raramente,741,P & D,2,4,Ciencias Sociais,1721,2,Masculino,69,3,1,Tecnico de Laboratorio,3,Casado,3477,18103,1,Não,3,4,80,1,6,2,4,5,2,0,3,1228
41,Nao,nao-viaja,552,Recursos Humanos,4,3,Recursos Humanos,1722,3,Masculino,60,1,2,Recursos Humanos,2,Casado,6430,20794,6,Não,3,2,80,1,10,4,3,3,2,1,2,1229
40,Nao,viaja-raramente,369,P & D,8,2,Ciencias Sociais,1724,2,Feminino,92,3,2,Diretor de Manufatura,1,Casado,6516,5041,2,Sim,3,2,80,1,18,3,3,1,0,0,0,1230
24,Nao,viaja-raramente,506,P & D,29,1,Medicina,1725,2,Masculino,91,3,1,Tecnico de Laboratorio,1,Divorciado,3907,3622,1,Não,3,2,80,3,6,2,4,6,2,1,2,1231
46,Nao,viaja-raramente,717,P & D,13,4,Ciencias Sociais,1727,3,Masculino,34,3,2,Representante da Saude,2,Solteiro,5562,9697,6,Não,3,4,80,0,19,3,3,10,7,0,9,1232
35,Nao,viaja-raramente,1370,P & D,27,4,Ciencias Sociais,1728,4,Masculino,49,3,2,Diretor de Manufatura,3,Casado,6883,5151,2,Não,3,2,80,1,17,3,3,7,7,0,7,1233
30,Nao,viaja-raramente,793,P & D,16,1,Ciencias Sociais,1729,2,Masculino,33,3,1,Pesquisador,4,Casado,2862,3811,1,Não,3,2,80,1,10,2,2,10,0,0,8,1234
47,Nao,nao-viaja,543,Vendas,2,4,Marketing,1731,3,Masculino,87,3,2,Executivo de Vendas,2,Casado,4978,3536,7,Não,3,4,80,1,4,3,1,1,0,0,0,1235
